chapter,version_a,version_b,similarity,supporting_sentence_pairs
29,fy,yz,0.66171837,12
29,gd,gd1,0.98214286,14
29,gd,hj,0.37674062,12
29,gd,hs,0.38009259,12
29,gd,wb,0.38009259,12
29,gd,yz,0.34553571,12
29,gd1,hj,0.37674062,12
29,gd1,hs,0.38009259,12
29,gd1,wb,0.38009259,12
29,gd1,yz,0.34553571,12
29,hj,hs,0.73541366,12
29,hj,wb,0.72615440,12
29,hj,yz,0.61233165,12
29,hs,wb,0.97619048,12
29,hs,yz,0.68974868,12
29,wb,yz,0.67546296,12
30,ba,bb,0.57500000,24
30,ba,fy,0.41805556,24
30,ba,hj,0.57916667,24
30,ba,hs,0.47152778,24
30,ba,wb,0.47708333,24
30,ba,yz,0.46875000,24
30,bb,fy,0.55769231,26
30,bb,hj,0.71666667,26
30,bb,hs,0.58910256,26
30,bb,wb,0.59826007,26
30,bb,yz,0.55961538,26
30,fy,hj,0.65448718,26
30,fy,hs,0.84871795,26
30,fy,wb,0.84413919,26
30,fy,yz,0.82628205,26
30,hj,hs,0.66730769,26
30,hj,wb,0.67463370,26
30,hj,yz,0.63141026,26
30,hs,wb,0.98040293,26
30,hs,yz,0.92115385,26
30,wb,yz,0.91401099,26
31,ba,bb,0.82172619,8
31,ba,fy,0.72916667,8
31,ba,hj,0.77083333,8
31,ba,hs,0.67857143,8
31,ba,wb,0.73958333,8
31,ba,yz,0.67708333,8
31,bb,fy,0.70416667,8
31,bb,hj,0.78005952,8
31,bb,hs,0.67440476,8
31,bb,wb,0.71755952,8
31,bb,yz,0.63422619,8
31,fy,hj,0.79166667,8
31,fy,hs,0.90128968,8
31,fy,wb,0.90625000,8
31,fy,yz,0.84375000,8
31,hj,hs,0.82440476,8
31,hj,wb,0.88541667,8
31,hj,yz,0.78125000,8
31,hs,wb,0.93303571,8
31,hs,yz,0.87053571,8
31,wb,yz,0.93750000,8
32,ba,bb,0.68046045,11
32,ba,fy,0.59405090,11
32,ba,hj,0.62894530,11
32,ba,hs,0.45617211,11
32,ba,wb,0.45617211,11
32,ba,yz,0.50383999,9
32,bb,fy,0.67142857,11
32,bb,hj,0.67272727,11
32,bb,hs,0.51601732,11
32,bb,wb,0.51601732,11
32,bb,yz,0.63068783,9
32,fy,hj,0.86060606,11
32,fy,hs,0.77012987,11
32,fy,wb,0.77012987,11
32,fy,yz,0.91164021,9
32,hj,hs,0.70757576,11
32,hj,wb,0.70757576,11
32,hj,yz,0.78333333,9
32,hs,wb,0.96969697,11
32,hs,yz,0.85185185,9
32,wb,yz,0.85185185,9
33,ba,bb,0.61717172,11
33,ba,fy,0.61630592,11
33,ba,hj,0.57128427,11
33,ba,hs,0.51572872,11
33,ba,wb,0.53391053,11
33,ba,yz,0.57128427,11
33,bb,fy,0.57146465,11
33,bb,hj,0.59343434,11
33,bb,hs,0.58106061,11
33,bb,wb,0.59924242,11
33,bb,yz,0.61161616,11
33,fy,hj,0.76861472,11
33,fy,hs,0.79292929,11
33,fy,wb,0.77020202,11
33,fy,yz,0.81818182,11
33,hj,hs,0.73730159,11
33,hj,wb,0.76002886,11
33,hj,yz,0.82402597,11
33,hs,wb,0.97727273,11
33,hs,yz,0.86565657,11
33,wb,yz,0.86565657,11
34,ba,bb,0.64642857,7
34,ba,fy,0.63061224,7
34,ba,hj,0.38265306,7
34,ba,hs,0.39591837,7
34,ba,wb,0.39591837,7
34,ba,yz,0.39591837,7
34,bb,fy,0.70119048,7
34,bb,hj,0.48809524,7
34,bb,hs,0.49761905,7
34,bb,wb,0.49761905,7
34,bb,yz,0.49761905,7
34,fy,hj,0.57407407,9
34,fy,hs,0.76111111,9
34,fy,wb,0.76111111,9
34,fy,yz,0.76111111,9
34,hj,hs,0.52962963,9
34,hj,wb,0.52962963,9
34,hj,yz,0.52962963,9
34,hs,wb,1.00000000,9
34,hs,yz,1.00000000,9
34,wb,yz,1.00000000,9
35,ba,bb,0.54232804,9
35,ba,fy,0.39682540,9
35,ba,hj,0.48492063,9
35,ba,hs,0.34021164,9
35,ba,wb,0.34021164,9
35,ba,yz,0.31798942,9
35,bb,fy,0.65096200,9
35,bb,hj,0.67239057,9
35,bb,hs,0.58424723,9
35,bb,wb,0.58424723,9
35,bb,yz,0.56572872,9
35,fy,hj,0.66392496,9
35,fy,hs,0.76481481,9
35,fy,wb,0.78703704,9
35,fy,yz,0.74259259,9
35,hj,hs,0.74906205,9
35,hj,wb,0.74906205,9
35,hj,yz,0.72683983,9
35,hs,wb,0.92222222,9
35,hs,yz,0.90000000,9
35,wb,yz,0.95555556,9
36,ba,bb,0.28956044,13
36,ba,fy,0.28241758,13
36,ba,hj,0.22857143,13
36,ba,hs,0.28241758,13
36,ba,wb,0.28241758,13
36,ba,yz,0.28241758,13
36,bb,fy,0.78846154,13
36,bb,hj,0.76538462,13
36,bb,hs,0.76923077,13
36,bb,wb,0.78846154,13
36,bb,yz,0.76794872,13
36,fy,hj,0.83333333,13
36,fy,hs,0.96785714,14
36,fy,wb,0.98571429,14
36,fy,yz,0.93846154,13
36,hj,hs,0.81410256,13
36,hj,wb,0.83333333,13
36,hj,yz,0.78717949,13
36,hs,wb,0.98214286,14
36,hs,yz,0.91923077,13
36,wb,yz,0.93846154,13
37,ba,bb,0.65079365,12
37,ba,fy,0.51623377,11
37,ba,hj,0.65692641,11
37,ba,hs,0.54329004,11
37,ba,wb,0.54329004,11
37,ba,yz,0.56060606,11
37,bb,fy,0.59870130,11
37,bb,hj,0.75129870,11
37,bb,hs,0.60714286,11
37,bb,wb,0.61580087,11
37,bb,yz,0.69805195,11
37,fy,hj,0.71396104,11
37,fy,hs,0.78971861,11
37,fy,wb,0.83300866,11
37,fy,yz,0.83300866,11
37,hj,hs,0.70281385,11
37,hj,wb,0.72316017,11
37,hj,yz,0.75129870,11
37,hs,wb,0.95670996,11
37,hs,yz,0.83333333,11
37,wb,yz,0.88311688,11
38,ba,bb,0.85757576,11
38,ba,fy,0.63138528,11
38,ba,hj,0.80909091,11
38,ba,hs,0.67121212,11
38,ba,wb,0.61818182,11
38,ba,yz,0.70422078,11
38,bb,fy,0.66742424,11
38,bb,hj,0.84653680,11
38,bb,hs,0.70010823,11
38,bb,wb,0.64707792,11
38,bb,yz,0.69199134,11
38,fy,hj,0.72478355,11
38,fy,hs,0.84837662,11
38,fy,wb,0.79534632,11
38,fy,yz,0.67492785,11
38,hj,hs,0.70032468,11
38,hj,wb,0.64729437,11
38,hj,yz,0.72846320,11
38,hs,wb,0.93939394,11
38,hs,yz,0.76082251,11
38,wb,yz,0.70779221,11
39,ba,bb,0.76666667,11
39,ba,fy,0.56634921,10
39,ba,hj,0.72734127,10
39,ba,hs,0.68821429,10
39,ba,wb,0.68821429,10
39,ba,yz,0.60678571,10
39,bb,fy,0.62162698,10
39,bb,hj,0.78523810,10
39,bb,hs,0.68904762,10
39,bb,wb,0.68904762,10
39,bb,yz,0.59325397,10
39,fy,hj,0.71130952,10
39,fy,hs,0.80849206,10
39,fy,wb,0.78349206,10
39,fy,yz,0.73392857,10
39,hj,hs,0.80353175,10
39,hj,wb,0.80353175,10
39,hj,yz,0.68234127,10
39,hs,wb,0.97500000,10
39,hs,yz,0.87880952,10
39,wb,yz,0.85380952,10
40,ba,bb,0.31815018,15
40,ba,fy,0.42219780,15
40,ba,hj,0.44617216,15
40,ba,hs,0.40288156,15
40,ba,wb,0.41621490,15
40,ba,yz,0.38251526,15
40,bb,fy,0.54841880,15
40,bb,hj,0.63730159,15
40,bb,hs,0.53833333,15
40,bb,wb,0.53833333,15
40,bb,yz,0.51246032,15
40,fy,hj,0.75642247,15
40,fy,hs,0.86923077,15
40,fy,wb,0.88256410,15
40,fy,yz,0.77551893,15
40,hj,hs,0.74731602,15
40,hj,wb,0.74731602,15
40,hj,yz,0.70017316,15
40,hs,wb,0.97333333,15
40,hs,yz,0.81232804,15
40,wb,yz,0.82566138,15
41,ba,bb,0.44437229,22
41,ba,fy,0.57018398,22
41,ba,hj,0.62548701,22
41,ba,hs,0.53317100,22
41,ba,wb,0.52808442,22
41,ba,yz,0.54702381,22
41,bb,fy,0.51369048,22
41,bb,hj,0.53376623,22
41,bb,hs,0.43923160,22
41,bb,wb,0.44718615,22
41,bb,yz,0.46233766,22
41,fy,hj,0.84090909,22
41,fy,hs,0.83663420,22
41,fy,wb,0.82539683,22
41,fy,yz,0.84332612,22
41,hj,hs,0.78587662,22
41,hj,wb,0.77564935,22
41,hj,yz,0.81125541,22
41,hs,wb,0.94204545,22
41,hs,yz,0.86022727,22
41,wb,yz,0.87828283,22
42,ba,bb,0.65251323,15
42,ba,fy,0.44090909,15
42,ba,hj,0.56343915,15
42,ba,hs,0.43333333,15
42,ba,wb,0.44351852,15
42,ba,yz,0.52944444,15
42,bb,fy,0.59085859,15
42,bb,hj,0.74925926,15
42,bb,hs,0.56481481,15
42,bb,wb,0.59814815,15
42,bb,yz,0.67500000,15
42,fy,hj,0.74752525,15
42,fy,hs,0.85535354,15
42,fy,wb,0.89510101,15
42,fy,yz,0.86454545,15
42,hj,hs,0.75796296,15
42,hj,wb,0.76592593,15
42,hj,yz,0.83981481,15
42,hs,wb,0.93518519,15
42,hs,yz,0.83500000,15
42,wb,yz,0.89611111,15
43,ba,bb,0.46875000,8
43,ba,fy,0.28125000,8
43,ba,hj,0.43750000,8
43,ba,hs,0.34375000,8
43,ba,wb,0.34375000,8
43,ba,yz,0.44791667,8
43,bb,fy,0.66222222,15
43,bb,hj,0.76000000,15
43,bb,hs,0.69555556,15
43,bb,wb,0.69555556,15
43,bb,yz,0.75111111,15
43,fy,hj,0.64555556,15
43,fy,hs,0.95000000,15
43,fy,wb,0.95000000,15
43,fy,yz,0.78333333,15
43,hj,hs,0.66222222,15
43,hj,wb,0.66222222,15
43,hj,yz,0.70444444,15
43,hs,wb,1.00000000,15
43,hs,yz,0.82777778,15
43,wb,yz,0.82777778,15
44,ba,bb,0.72500000,16
44,ba,fy,0.56696429,16
44,ba,hj,0.78437500,16
44,ba,hs,0.56250000,16
44,ba,wb,0.56250000,16
44,bb,fy,0.44196429,16
44,bb,hj,0.61562500,16
44,bb,hs,0.43750000,16
44,bb,wb,0.43750000,16
44,fy,hj,0.65074405,16
44,fy,hs,0.99218750,16
44,fy,wb,0.99218750,16
44,hj,hs,0.66302083,16
44,hj,wb,0.66302083,16
44,hs,wb,1.00000000,16
45,ba,bb,0.77391975,18
45,ba,fy,0.52401961,17
45,ba,gd,0.59794585,17
45,ba,gd1,0.59794585,17
45,ba,hj,0.61535948,17
45,ba,hs,0.49754902,17
45,ba,wb,0.51225490,17
45,bb,fy,0.58753501,17
45,bb,gd,0.67619048,17
45,bb,gd1,0.67619048,17
45,bb,hj,0.75016340,17
45,bb,hs,0.57226891,17
45,bb,wb,0.60168067,17
45,fy,gd,0.46190476,17
45,fy,gd1,0.46190476,17
45,fy,hj,0.67952848,17
45,fy,hs,0.86415344,18
45,fy,wb,0.82526455,18
45,gd,gd1,0.99346405,17
45,gd,hj,0.61671335,17
45,gd,hs,0.46330532,17
45,gd,wb,0.48683473,17
45,gd1,hj,0.61671335,17
45,gd1,hs,0.46330532,17
45,gd1,wb,0.48683473,17
45,hj,hs,0.66090103,17
45,hj,wb,0.69031279,17
45,hs,wb,0.95833333,18
46,ba,bb,0.31920635,15
46,ba,fy,0.27125850,14
46,ba,hj,0.29142857,15
46,ba,hs,0.27287415,14
46,ba,wb,0.29379252,14
46,ba,xr,0.23571429,11
46,bb,fy,0.73367347,14
46,bb,hj,0.77492063,15
46,bb,hs,0.71462585,14
46,bb,wb,0.73197279,14
46,bb,xr,0.57445887,11
46,fy,hj,0.87278912,14
46,fy,hs,0.90206349,15
46,fy,wb,0.92492063,15
46,fy,xr,0.75904762,10
46,hj,hs,0.89430272,14
46,hj,wb,0.89022109,14
46,hj,xr,0.76580087,11
46,hs,wb,0.97555556,15
46,hs,xr,0.84809524,10
46,wb,xr,0.81809524,10
47,ba,bb,0.49924242,11
47,ba,fy,0.48787879,11
47,ba,hj,0.49545455,11
47,ba,hs,0.49242424,11
47,ba,wb,0.51060606,11
47,ba,xr,0.44500000,10
47,bb,fy,0.55606061,11
47,bb,hj,0.62575758,11
47,bb,hs,0.56060606,11
47,bb,wb,0.59696970,11
47,bb,xr,0.51083333,10
47,fy,hj,0.65454545,11
47,fy,hs,0.85757576,11
47,fy,wb,0.92121212,11
47,fy,xr,0.77333333,10
47,hj,hs,0.66666667,11
47,hj,wb,0.70303030,11
47,hj,xr,0.62333333,10
47,hs,wb,0.91818182,11
47,hs,xr,0.77333333,10
47,wb,xr,0.79333333,10
48,ba,bb,0.79333333,10
48,ba,fy,0.69500000,10
48,ba,gd,0.37500000,4
48,ba,gd1,0.37500000,4
48,ba,hj,0.76000000,10
48,ba,hs,0.67000000,10
48,ba,wb,0.65000000,10
48,ba,xr,0.61666667,10
48,bb,fy,0.73333333,10
48,bb,gd,0.53750000,4
48,bb,gd1,0.53750000,4
48,bb,hj,0.79833333,10
48,bb,hs,0.70833333,10
48,bb,wb,0.68833333,10
48,bb,xr,0.65500000,10
48,fy,gd,0.43750000,4
48,fy,gd1,0.43750000,4
48,fy,hj,0.81500000,10
48,fy,hs,0.95000000,10
48,fy,wb,0.93000000,10
48,fy,xr,0.87666667,10
48,gd,gd1,0.93750000,4
48,gd,hj,0.50000000,4
48,gd,hs,0.56250000,4
48,gd,wb,0.56250000,4
48,gd,xr,0.56250000,4
48,gd1,hj,0.50000000,4
48,gd1,hs,0.56250000,4
48,gd1,wb,0.56250000,4
48,gd1,xr,0.56250000,4
48,hj,hs,0.84000000,10
48,hj,wb,0.82000000,10
48,hj,xr,0.78666667,10
48,hs,wb,0.98000000,10
48,hs,xr,0.92666667,10
48,wb,xr,0.92666667,10
49,ba,bb,0.80595238,14
49,ba,fy,0.71785714,14
49,ba,hj,0.75476190,14
49,ba,hs,0.69404762,14
49,ba,wb,0.70833333,14
49,ba,xr,0.65119048,14
49,bb,fy,0.71904762,14
49,bb,hj,0.75595238,14
49,bb,hs,0.69523810,14
49,bb,wb,0.70714286,14
49,bb,xr,0.62619048,14
49,fy,hj,0.86190476,14
49,fy,hs,0.96428571,14
49,fy,wb,0.94047619,14
49,fy,xr,0.85873016,14
49,hj,hs,0.83809524,14
49,hj,wb,0.83809524,14
49,hj,xr,0.73333333,14
49,hs,wb,0.95238095,14
49,hs,xr,0.86587302,14
49,wb,xr,0.83015873,14
50,ba,bb,0.83680556,12
50,ba,fy,0.71180556,12
50,ba,hj,0.80347222,12
50,ba,hs,0.74375000,12
50,ba,wb,0.74375000,12
50,ba,xr,0.73333333,12
50,bb,fy,0.77884615,13
50,bb,hj,0.91346154,13
50,bb,hs,0.81794872,13
50,bb,wb,0.81794872,13
50,bb,xr,0.79871795,13
50,fy,hj,0.82371795,13
50,fy,hs,0.87243590,13
50,fy,wb,0.87243590,13
50,fy,xr,0.85961538,13
50,hj,hs,0.88205128,13
50,hj,wb,0.88205128,13
50,hj,xr,0.81153846,13
50,hs,wb,1.00000000,13
50,hs,xr,0.91987179,13
50,wb,xr,0.91987179,13
51,ba,bb,0.61500000,10
51,ba,fy,0.39000000,10
51,ba,gd,0.46500000,10
51,ba,gd1,0.46500000,10
51,ba,hj,0.51000000,10
51,ba,hs,0.39000000,10
51,ba,wb,0.41500000,10
51,ba,xr,0.39000000,10
51,bb,fy,0.56500000,10
51,bb,gd,0.64000000,10
51,bb,gd1,0.64000000,10
51,bb,hj,0.74000000,10
51,bb,hs,0.56500000,10
51,bb,wb,0.64000000,10
51,bb,xr,0.59000000,10
51,fy,gd,0.48000000,10
51,fy,gd1,0.48000000,10
51,fy,hj,0.72500000,10
51,fy,hs,0.82500000,10
51,fy,wb,0.85000000,10
51,fy,xr,0.75000000,10
51,gd,gd1,1.00000000,10
51,gd,hj,0.58500000,10
51,gd,hs,0.45500000,10
51,gd,wb,0.50500000,10
51,gd,xr,0.48500000,10
51,gd1,hj,0.58500000,10
51,gd1,hs,0.45500000,10
51,gd1,wb,0.50500000,10
51,gd1,xr,0.48500000,10
51,hj,hs,0.72500000,10
51,hj,wb,0.80000000,10
51,hj,xr,0.70000000,10
51,hs,wb,0.90000000,10
51,hs,xr,0.80000000,10
51,wb,xr,0.75000000,10
52,ba,bb,0.30000000,16
52,ba,fy,0.25312500,16
52,ba,hj,0.25937500,16
52,ba,hs,0.23437500,16
52,ba,wb,0.26562500,16
52,ba,xr,0.23437500,16
52,bb,fy,0.70625000,16
52,bb,hj,0.73437500,16
52,bb,hs,0.62187500,16
52,bb,wb,0.69062500,16
52,bb,xr,0.44062500,16
52,fy,hj,0.65312500,16
52,fy,hs,0.85000000,17
52,fy,wb,0.93823529,17
52,fy,xr,0.65000000,17
52,hj,hs,0.65000000,16
52,hj,wb,0.63437500,16
52,hj,xr,0.48437500,16
52,hs,wb,0.86764706,17
52,hs,xr,0.68627451,17
52,wb,xr,0.67647059,17
53,ba,bb,0.56060606,11
53,ba,fy,0.49090909,11
53,ba,hj,0.49545455,11
53,ba,hs,0.49090909,11
53,ba,wb,0.49090909,11
53,ba,xr,0.61666667,11
53,bb,fy,0.59090909,11
53,bb,hj,0.69393939,11
53,bb,hs,0.59090909,11
53,bb,wb,0.59090909,11
53,bb,xr,0.70909091,11
53,fy,hj,0.76969697,11
53,fy,hs,1.00000000,11
53,fy,wb,1.00000000,11
53,fy,xr,0.82727273,11
53,hj,hs,0.76969697,11
53,hj,wb,0.76969697,11
53,hj,xr,0.67727273,11
53,hs,wb,1.00000000,11
53,hs,xr,0.82727273,11
53,wb,xr,0.82727273,11
54,ba,bb,0.73115079,8
54,ba,fy,0.27619048,7
54,ba,hj,0.59591837,7
54,ba,hs,0.27619048,7
54,ba,wb,0.27619048,7
54,ba,xr,0.27619048,7
54,bb,fy,0.33333333,7
54,bb,hj,0.65306122,7
54,bb,hs,0.33333333,7
54,bb,wb,0.33333333,7
54,bb,xr,0.33333333,7
54,fy,hj,0.49325397,7
54,fy,hs,1.00000000,7
54,fy,wb,0.98412698,7
54,fy,xr,0.98412698,7
54,hj,hs,0.49325397,7
54,hj,wb,0.49325397,7
54,hj,xr,0.49325397,7
54,hs,wb,0.98412698,7
54,hs,xr,0.98412698,7
54,wb,xr,0.96825397,7
55,ba,bb,0.81889881,16
55,ba,fy,0.69680060,16
55,ba,gd,0.45483631,16
55,ba,gd2,0.45483631,16
55,ba,hj,0.66473214,16
55,ba,hs,0.65543155,16
55,ba,wb,0.71309524,16
55,ba,xr,0.69333333,15
55,bb,fy,0.77507440,16
55,bb,gd,0.51376488,16
55,bb,gd2,0.51376488,16
55,bb,hj,0.74761905,16
55,bb,hs,0.73102679,16
55,bb,wb,0.79002976,16
55,bb,xr,0.74714286,15
55,fy,gd,0.47767857,16
55,fy,gd2,0.47767857,16
55,fy,hj,0.83236607,16
55,fy,hs,0.86770833,16
55,fy,wb,0.88370536,16
55,fy,xr,0.80492063,15
55,gd,gd2,0.95104167,16
55,gd,hj,0.49813988,16
55,gd,hs,0.43154762,16
55,gd,wb,0.47507440,16
55,gd,xr,0.45555556,15
55,gd2,hj,0.49813988,16
55,gd2,hs,0.43154762,16
55,gd2,wb,0.47507440,16
55,gd2,xr,0.45555556,15
55,hj,hs,0.84709821,16
55,hj,wb,0.88020833,16
55,hj,xr,0.81428571,15
55,hs,wb,0.89397321,16
55,hs,xr,0.82063492,15
55,wb,xr,0.88206349,15
56,ba,bb,0.72246377,23
56,ba,fy,0.41591479,19
56,ba,hj,0.49782609,23
56,ba,hs,0.46957672,18
56,ba,wb,0.45568783,18
56,ba,xr,0.50383598,18
56,bb,fy,0.48784461,19
56,bb,hj,0.60724638,23
56,bb,hs,0.53994709,18
56,bb,wb,0.52605820,18
56,bb,xr,0.56031746,18
56,fy,hj,0.56265664,19
56,fy,hs,0.90833333,18
56,fy,wb,0.93148148,18
56,fy,xr,0.79298942,18
56,hj,hs,0.61058201,18
56,hj,wb,0.60595238,18
56,hj,xr,0.55449735,18
56,hs,wb,0.96296296,18
56,hs,xr,0.83835979,18
56,wb,xr,0.83835979,18
57,ba,bb,0.55833333,16
57,ba,fy,0.35672269,17
57,ba,gd,0.15915751,13
57,ba,gd1,0.15915751,13
57,ba,hj,0.34859944,17
57,ba,hs,0.35532213,17
57,ba,wb,0.33515406,17
57,ba,xr,0.36400560,17
57,bb,fy,0.49806548,16
57,bb,gd,0.33708791,13
57,bb,gd1,0.33708791,13
57,bb,hj,0.46889881,16
57,bb,hs,0.41979167,16
57,bb,wb,0.41086310,16
57,bb,xr,0.48735119,16
57,fy,gd,0.29908425,13
57,fy,gd1,0.29908425,13
57,fy,hj,0.54943978,17
57,fy,hs,0.77156863,17
57,fy,wb,0.79313725,17
57,fy,xr,0.72170868,17
57,gd,gd1,0.94436508,15
57,gd,hj,0.34579365,15
57,gd,hs,0.33825397,15
57,gd,wb,0.32492063,15
57,gd,xr,0.27857143,13
57,gd1,hj,0.34579365,15
57,gd1,hs,0.33825397,15
57,gd1,wb,0.32492063,15
57,gd1,xr,0.27857143,13
57,hj,hs,0.63408521,19
57,hj,wb,0.64160401,19
57,hj,xr,0.47591036,17
57,hs,wb,0.94210526,19
57,hs,xr,0.66554622,17
57,wb,xr,0.68515406,17
58,ba,bb,0.65277778,24
58,ba,fy,0.46742424,22
58,ba,gd,0.37500000,8
58,ba,gd1,0.37500000,8
58,ba,hj,0.55277778,24
58,ba,hs,0.50681818,22
58,ba,wb,0.47651515,22
58,ba,xr,0.39924242,22
58,bb,fy,0.53939394,22
58,bb,gd,0.39583333,8
58,bb,gd1,0.39583333,8
58,bb,hj,0.58750000,24
58,bb,hs,0.61287879,22
58,bb,wb,0.59015152,22
58,bb,xr,0.50530303,22
58,fy,gd,0.15000000,8
58,fy,gd1,0.15000000,8
58,fy,hj,0.51363636,22
58,fy,hs,0.87727273,22
58,fy,wb,0.89090909,22
58,fy,xr,0.80303030,22
58,gd,gd1,0.88125000,8
58,gd,hj,0.23750000,8
58,gd,hs,0.20625000,8
58,gd,wb,0.14375000,8
58,gd,xr,0.15000000,8
58,gd1,hj,0.23750000,8
58,gd1,hs,0.20625000,8
58,gd1,wb,0.14375000,8
58,gd1,xr,0.15000000,8
58,hj,hs,0.54545455,22
58,hj,wb,0.51363636,22
58,hj,xr,0.43787879,22
58,hs,wb,0.96818182,22
58,hs,xr,0.80530303,22
58,wb,xr,0.81893939,22
59,ba,bb,0.72313988,32
59,ba,fy,0.64715822,31
59,ba,gd,0.29802956,29
59,ba,gd1,0.10595238,10
59,ba,gd3,0.39912281,19
59,ba,hj,0.75230415,31
59,ba,hs,0.62135177,31
59,ba,wb,0.63264209,31
59,ba,xr,0.67204301,31
59,bb,fy,0.58187404,31
59,bb,gd,0.41297209,29
59,bb,gd1,0.13095238,10
59,bb,gd3,0.56140351,19
59,bb,hj,0.75529954,31
59,bb,hs,0.58563748,31
59,bb,wb,0.58617512,31
59,bb,xr,0.63632873,31
59,fy,gd,0.28247126,29
59,fy,gd1,0.16500000,10
59,fy,gd3,0.34429825,19
59,fy,hj,0.75937020,31
59,fy,hs,0.87012289,31
59,fy,wb,0.86098310,31
59,fy,xr,0.85691244,31
59,gd,gd1,0.89404762,10
59,gd,gd3,0.87719298,19
59,gd,hj,0.37356322,29
59,gd,hs,0.28304598,29
59,gd,wb,0.29396552,29
59,gd,xr,0.29495074,29
59,gd1,hj,0.19166667,10
59,gd1,hs,0.18750000,10
59,gd1,wb,0.18750000,10
59,gd1,xr,0.16785714,10
59,gd3,hj,0.46929825,19
59,gd3,hs,0.33333333,19
59,gd3,wb,0.35000000,19
59,gd3,xr,0.36184211,19
59,hj,hs,0.78137481,31
59,hj,wb,0.76470814,31
59,hj,xr,0.79731183,31
59,hs,wb,0.94946237,31
59,hs,xr,0.92845622,31
59,wb,xr,0.89566052,31
60,ba,bb,0.50369458,29
60,ba,fy,0.35928571,30
60,ba,gd,0.35170068,7
60,ba,gd2,0.35170068,7
60,ba,hj,0.38722222,30
60,ba,hs,0.33349206,30
60,ba,wb,0.32682540,30
60,ba,xr,0.41216931,27
60,bb,fy,0.52873563,29
60,bb,gd,0.53197279,7
60,bb,gd2,0.53197279,7
60,bb,hj,0.57266010,29
60,bb,hs,0.51486043,29
60,bb,wb,0.48842365,29
60,bb,xr,0.58479853,26
60,fy,gd,0.45408163,7
60,fy,gd2,0.45408163,7
60,fy,hj,0.51293651,30
60,fy,hs,0.79563492,30
60,fy,wb,0.78007937,30
60,fy,xr,0.72848325,27
60,gd,gd2,0.94387755,7
60,gd,hj,0.46394558,7
60,gd,hs,0.45408163,7
60,gd,wb,0.41836735,7
60,gd,xr,0.45408163,7
60,gd2,hj,0.46394558,7
60,gd2,hs,0.45408163,7
60,gd2,wb,0.41836735,7
60,gd2,xr,0.45408163,7
60,hj,hs,0.54087302,30
60,hj,wb,0.52753968,30
60,hj,xr,0.57469136,27
60,hs,wb,0.91523810,30
60,hs,xr,0.73615520,27
60,wb,xr,0.69541446,27
61,ba,bb,0.72810458,17
61,ba,fy,0.53921569,17
61,ba,hj,0.65163399,17
61,ba,hs,0.56045752,17
61,ba,wb,0.50980392,17
61,ba,xr,0.57142857,14
61,bb,fy,0.53333333,17
61,bb,hj,0.66111111,17
61,bb,hs,0.55457516,17
61,bb,wb,0.50392157,17
61,bb,xr,0.54761905,14
61,fy,hj,0.66045752,17
61,fy,hs,0.81699346,17
61,fy,wb,0.85457516,17
61,fy,xr,0.61904762,14
61,hj,hs,0.66699346,17
61,hj,wb,0.61633987,17
61,hj,xr,0.60119048,14
61,hs,wb,0.86111111,17
61,hs,xr,0.73055556,14
61,wb,xr,0.70119048,14
62,ba,bb,0.77512175,16
62,ba,fy,0.62471591,16
62,ba,hj,0.71991342,16
62,ba,hs,0.64862689,16
62,ba,wb,0.66946023,16
62,ba,xr,0.61745130,16
62,bb,fy,0.67002841,16
62,bb,hj,0.77913961,16
62,bb,hs,0.69393939,16
62,bb,wb,0.69393939,16
62,bb,xr,0.70257035,16
62,fy,hj,0.72518939,16
62,fy,hs,0.88177083,16
62,fy,wb,0.90260417,16
62,fy,xr,0.73385417,16
62,hj,hs,0.72826705,16
62,hj,wb,0.74910038,16
62,hj,xr,0.69478490,16
62,hs,wb,0.97916667,16
62,hs,xr,0.80416667,16
62,wb,xr,0.78333333,16
63,ba,bb,0.84871795,13
63,ba,fy,0.56965812,13
63,ba,hj,0.74393939,11
63,ba,hs,0.67222222,13
63,ba,wb,0.66196581,13
63,ba,xr,0.62380952,8
63,bb,fy,0.63632479,13
63,bb,hj,0.84848485,11
63,bb,hs,0.73632479,13
63,bb,wb,0.72863248,13
63,bb,xr,0.67619048,8
63,fy,hj,0.73259259,15
63,fy,hs,0.78596491,19
63,fy,wb,0.82368421,19
63,fy,xr,0.65337302,12
63,hj,hs,0.73925926,15
63,hj,wb,0.77370370,15
63,hj,xr,0.73404762,10
63,hs,wb,0.96754386,19
63,hs,xr,0.76130952,12
63,wb,xr,0.75575397,12
64,ba,bb,0.85370370,9
64,ba,fy,0.70317460,9
64,ba,hj,0.68703704,9
64,ba,hs,0.67539683,9
64,ba,wb,0.71111111,9
64,ba,xr,0.56481481,9
64,bb,fy,0.71984127,9
64,bb,hj,0.72222222,9
64,bb,hs,0.69206349,9
64,bb,wb,0.72777778,9
64,bb,xr,0.49259259,9
64,fy,hj,0.75317460,9
64,fy,hs,0.95000000,10
64,fy,wb,0.98571429,10
64,fy,xr,0.75142857,10
64,hj,hs,0.72539683,9
64,hj,wb,0.76111111,9
64,hj,xr,0.55925926,9
64,hs,wb,0.93571429,10
64,hs,xr,0.72642857,10
64,wb,xr,0.76333333,10
65,ba,bb,0.68968254,21
65,ba,fy,0.55782313,21
65,ba,gd,0.38673469,21
